unit_id_depth,latin_name,project,survey,date,site_id,site_habitat,site_latitude,site_longitude,site_substrate,site_depth,transect_id,transect_latitude,transect_longitude,transect_substrate,experimental_unit,unit_id,unit_size,unit_area_2D,unit_area_3D,unit_depth,unit_depth_corrected,total_count,avg_biomass,sd,se,density,biomass_density,loc.cat,round_depth,Station,bottom.depth.m,measurement.time,depth.m,conductivity.ms.cm,conductivity.flag,temp.deg.c,temp.flag,pressure.dbar,pressure.flag,par.umol.m.s,par.flag,fluorometry.chlorophyll,fluorometry.chlorophyll.flag,dissolved.o2.ml.l,dissolved.o2.ml.l.flag,salinity.psu,salinity.flag,ndate,nyear,nmonth,doy
2019-07-11_Manley 2_2.6115,Pycnopodia helianthoides,Kelp,Nereo transects,2019-07-11,Manley,Nereocystis kelp forest,51.80123044,-128.1999243,boulder,NA,Manley 2,51.801148,-128.200092,boulder,transects,2019-07-11_Manley 2,30m x 2m,60,NA,NA,2.6115,0,0,0,0,0,0,outer,3,KELP10,5.80784694092206,2019-07-11 13:09:44,2.961,37.85148,NA,14.2494,NA,3,NA,279.087,NA,1.9383,NA,6.6068,NA,31.0167,NA,18088,2019,7,192
2019-07-11_Manley 3_2.5472,Pycnopodia helianthoides,Kelp,Nereo transects,2019-07-11,Manley,Nereocystis kelp forest,51.80123044,-128.1999243,boulder,NA,Manley 3,51.801093,-128.199841,boulder,transects,2019-07-11_Manley 3,30m x 2m,60,NA,NA,2.5472,0,0,0,0,0,0,outer,3,KELP10,5.80784694092206,2019-07-11 13:09:44,2.961,37.85148,NA,14.2494,NA,3,NA,279.087,NA,1.9383,NA,6.6068,NA,31.0167,NA,18088,2019,7,192
2019-07-13_Golden 1_2.5477,Pycnopodia helianthoides,Kelp,Macro transects,2019-07-13,Golden,Macrocystis kelp forest,51.90307,-128.213,"sand,bedrock",NA,Golden 1,51.903066,-128.213045,sand,transects,2019-07-13_Golden 1,30m x 2m,60,NA,NA,2.5477,0,0,0,0,0,0,outer,3,MACRO4,9.32813382423169,2019-07-13 12:10:29,2.964,38.81504,NA,15.0403,NA,3,NA,653.007,NA,2.1441,NA,6.8887,NA,31.2542,NA,18090,2019,7,194
2019-07-13_Golden 2_3.1477,Pycnopodia helianthoides,Kelp,Macro transects,2019-07-13,Golden,Macrocystis kelp forest,51.90307,-128.213,"sand,bedrock",NA,Golden 2,51.903126,-128.212971,bedrock,transects,2019-07-13_Golden 2,30m x 2m,60,NA,6.729461,3.1477,1,24.9057598587856,0,0,0.0166666666666667,0.00415095997646427,outer,3,MACRO4,9.32813382423169,2019-07-13 12:10:29,2.964,38.81504,NA,15.0403,NA,3,NA,653.007,NA,2.1441,NA,6.8887,NA,31.2542,NA,18090,2019,7,194
2019-07-13_Golden 3_3.4077,Pycnopodia helianthoides,Kelp,Macro transects,2019-07-13,Golden,Macrocystis kelp forest,51.90307,-128.213,"sand,bedrock",NA,Golden 3,51.902928,-128.212875,bedrock,transects,2019-07-13_Golden 3,30m x 2m,60,NA,NA,3.4077,0,0,0,0,0,0,outer,3,MACRO4,9.32813382423169,2019-07-13 12:10:29,2.964,38.81504,NA,15.0403,NA,3,NA,653.007,NA,2.1441,NA,6.8887,NA,31.2542,NA,18090,2019,7,194
2019-07-13_Triquetta 1_3.857,Pycnopodia helianthoides,Kelp,Nereo transects,2019-07-13,Triquetta,Nereocystis kelp forest,51.79739004,-128.23840018,cobble,NA,Triquetta 1,51.797498,-128.238573,cobble,transects,2019-07-13_Triquetta 1,30m x 2m,60,NA,NA,3.857,0,0,0,0,0,0,outer,4,KELP11,7.55215644073064,2019-07-13 09:50:33,3.894,37.07678,NA,15.2768,NA,4,NA,385.294,NA,1.7004,NA,6.6217,NA,29.5225,NA,18090,2019,7,194
2019-07-13_Triquetta 2_3.597,Pycnopodia helianthoides,Kelp,Nereo transects,2019-07-13,Triquetta,Nereocystis kelp forest,51.79739004,-128.23840018,cobble,NA,Triquetta 2,51.797419,-128.23861,cobble,transects,2019-07-13_Triquetta 2,30m x 2m,60,NA,NA,3.597,0,0,0,0,0,0,outer,4,KELP11,7.55215644073064,2019-07-13 09:50:33,3.894,37.07678,NA,15.2768,NA,4,NA,385.294,NA,1.7004,NA,6.6217,NA,29.5225,NA,18090,2019,7,194
2019-07-13_Triquetta 3_3.3267,Pycnopodia helianthoides,Kelp,Nereo transects,2019-07-13,Triquetta,Nereocystis kelp forest,51.79739004,-128.23840018,cobble,NA,Triquetta 3,51.797367,-128.238359,cobble,transects,2019-07-13_Triquetta 3,30m x 2m,60,NA,NA,3.3267,0,0,0,0,0,0,outer,3,KELP11,7.55215644073064,2019-07-13 09:50:32,2.956,36.68386,NA,15.3067,NA,3,NA,447.801,NA,1.3582,NA,6.7261,NA,29.1533,NA,18090,2019,7,194
2019-08-05_Pruth Bay I4_-0.28,Pycnopodia helianthoides,Seagrass,Seagrass inverts,2019-08-05,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay I4,51.6459294,-128.1193665,sand,transects,2019-08-05_Pruth Bay I4,30m x 2m,60,NA,1.147536,-0.28,3,410.756617821307,205.290461484015,118.524503199859,0.05,0.0684594363035511,outer,1,SEA15,5.8447066218343,2019-08-05 09:51:35,0.994,33.70446,NA,14.4922,NA,1,NA,150.427,NA,1.0511,NA,5.668,NA,27.1388,NA,18113,2019,8,217
2019-08-05_Pruth Bay I5_-0.13,Pycnopodia helianthoides,Seagrass,Seagrass inverts,2019-08-05,Pruth Bay,seagrass meadow,51.64532132,-128.1192523,sand,-0.5,Pruth Bay I5,51.64532132,-128.1192523,sand,transects,2019-08-05_Pruth Bay I5,30m x 2m,60,NA,0.986957,-0.13,3,55.0222789693238,49.0299831576536,28.3074739744341,0.05,0.00917037982822063,outer,1,SEA15,5.8447066218343,2019-08-05 09:51:35,0.994,33.70446,NA,14.4922,NA,1,NA,150.427,NA,1.0511,NA,5.668,NA,27.1388,NA,18113,2019,8,217
2019-08-10_Triquet Bay E2_2.4,Pycnopodia helianthoides,Seagrass,Seagrass inverts,2019-08-10,Triquet Bay,seagrass meadow,51.809,-128.236,sand,0.5,Triquet Bay E2,51.80996,-128.23466,sand,transects,2019-08-10_Triquet Bay E2,30m x 2m,60,NA,NA,2.4,0,0,0,0,0,0,outer,2,SEA10,6.57980102736103,2019-08-10 12:32:59,1.965,37.91824,NA,14.6912,NA,2,NA,151.712,NA,3.4003,NA,6.8773,NA,30.7257,NA,18118,2019,8,222
2019-08-10_Triquet Bay E3_2.4,Pycnopodia helianthoides,Seagrass,Seagrass inverts,2019-08-10,Triquet Bay,seagrass meadow,51.809,-128.236,sand,0.5,Triquet Bay E3,51.80937,-128.23384,sand,transects,2019-08-10_Triquet Bay E3,30m x 2m,60,NA,NA,2.4,0,0,0,0,0,0,outer,2,SEA10,6.57980102736103,2019-08-10 12:32:59,1.965,37.91824,NA,14.6912,NA,2,NA,151.712,NA,3.4003,NA,6.8773,NA,30.7257,NA,18118,2019,8,222
2019-09-04_kwakume5038_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2019-09-04,kwakume5038,Rocky subtidal,51.70870511,-127.8873169,bedrock,NA,kwakume5038_1,51.70870511,-127.8873169,bedrock,transects,2019-09-04_kwakume5038_1,30m x 2m,60,NA,NA,10,0,0,0,0,0,0,outer,10,SHORE3,10.4827188180924,2019-09-04 09:24:48,9.932,35.16806,NA,12.0487,NA,10,NA,17.492,NA,1.4787,NA,4.807,NA,30.2851,NA,18143,2019,9,247
2019-09-04_kwakume5038_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2019-09-04,kwakume5038,Rocky subtidal,51.70870511,-127.8873169,bedrock,NA,kwakume5038_1,51.70870511,-127.8873169,bedrock,transects,2019-09-04_kwakume5038_1,30m x 2m,60,NA,NA,10,0,0,0,0,0,0,outer,10,SHORE3,14.3895120881676,2019-09-04 11:03:58,9.888,34.9282,NA,11.197,NA,10,NA,40.025,NA,1.0982,NA,4.3089,NA,30.7538,NA,18143,2019,9,247
2019-09-04_kwakume5038_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2019-09-04,kwakume5038,Rocky subtidal,51.70870511,-127.8873169,bedrock,NA,kwakume5038_2,51.70870511,-127.8873169,bedrock,transects,2019-09-04_kwakume5038_2,30m x 2m,60,NA,NA,5,0,0,0,0,0,0,outer,5,SHORE3,10.4827188180924,2019-09-04 09:24:44,4.876,34.88006,NA,13.0167,NA,5,NA,39.405,NA,2.0722,NA,4.9421,NA,29.2509,NA,18143,2019,9,247
2019-09-04_kwakume5038_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2019-09-04,kwakume5038,Rocky subtidal,51.70870511,-127.8873169,bedrock,NA,kwakume5038_2,51.70870511,-127.8873169,bedrock,transects,2019-09-04_kwakume5038_2,30m x 2m,60,NA,NA,5,0,0,0,0,0,0,outer,5,SHORE3,14.3895120881676,2019-09-04 11:03:53,4.919,34.37901,NA,13.1491,NA,5,NA,94.516,NA,2.5355,NA,5.1584,NA,28.6845,NA,18143,2019,9,247
2019-09-04_kwakume5038_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2019-09-04,kwakume5038,Rocky subtidal,51.70870511,-127.8873169,bedrock,NA,kwakume5038_3,51.70870511,-127.8873169,bedrock,transects,2019-09-04_kwakume5038_3,30m x 2m,60,NA,NA,0,0,0,0,0,0,0,outer,1,SHORE3,10.4827188180924,2019-09-04 09:24:40,1.011,34.15748,NA,14.0836,NA,1,NA,85.887,NA,2.599,NA,5.9783,NA,27.7948,NA,18143,2019,9,247
2019-09-04_kwakume5038_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2019-09-04,kwakume5038,Rocky subtidal,51.70870511,-127.8873169,bedrock,NA,kwakume5038_3,51.70870511,-127.8873169,bedrock,transects,2019-09-04_kwakume5038_3,30m x 2m,60,NA,NA,0,0,0,0,0,0,0,outer,1,SHORE3,14.3895120881676,2019-09-04 11:03:50,0.9,33.67063,NA,14.1219,NA,1,NA,104.611,NA,2.0598,NA,6.1451,NA,27.3295,NA,18143,2019,9,247
2019-09-04_kwakume5041_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2019-09-04,kwakume5041,Rocky subtidal,51.70860511,-127.8769169,"sand,shellhash",NA,kwakume5041_1,51.70860511,-127.8769169,"sand,shellhash",transects,2019-09-04_kwakume5041_1,30m x 2m,60,NA,NA,10,0,0,0,0,0,0,outer,10,SHORE3,10.4827188180924,2019-09-04 09:24:48,9.932,35.16806,NA,12.0487,NA,10,NA,17.492,NA,1.4787,NA,4.807,NA,30.2851,NA,18143,2019,9,247
2019-09-04_kwakume5041_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2019-09-04,kwakume5041,Rocky subtidal,51.70860511,-127.8769169,"sand,shellhash",NA,kwakume5041_1,51.70860511,-127.8769169,"sand,shellhash",transects,2019-09-04_kwakume5041_1,30m x 2m,60,NA,NA,10,0,0,0,0,0,0,outer,10,SHORE3,14.3895120881676,2019-09-04 11:03:58,9.888,34.9282,NA,11.197,NA,10,NA,40.025,NA,1.0982,NA,4.3089,NA,30.7538,NA,18143,2019,9,247
2019-09-04_kwakume5041_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2019-09-04,kwakume5041,Rocky subtidal,51.70860511,-127.8769169,"sand,shellhash",NA,kwakume5041_2,51.70860511,-127.8769169,"sand,shellhash",transects,2019-09-04_kwakume5041_2,30m x 2m,60,NA,NA,5,0,0,0,0,0,0,outer,5,SHORE3,10.4827188180924,2019-09-04 09:24:44,4.876,34.88006,NA,13.0167,NA,5,NA,39.405,NA,2.0722,NA,4.9421,NA,29.2509,NA,18143,2019,9,247
2019-09-04_kwakume5041_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2019-09-04,kwakume5041,Rocky subtidal,51.70860511,-127.8769169,"sand,shellhash",NA,kwakume5041_2,51.70860511,-127.8769169,"sand,shellhash",transects,2019-09-04_kwakume5041_2,30m x 2m,60,NA,NA,5,0,0,0,0,0,0,outer,5,SHORE3,14.3895120881676,2019-09-04 11:03:53,4.919,34.37901,NA,13.1491,NA,5,NA,94.516,NA,2.5355,NA,5.1584,NA,28.6845,NA,18143,2019,9,247
2019-09-04_kwakume5041_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2019-09-04,kwakume5041,Rocky subtidal,51.70860511,-127.8769169,"sand,shellhash",NA,kwakume5041_3,51.70860511,-127.8769169,"sand,shellhash",transects,2019-09-04_kwakume5041_3,30m x 2m,60,NA,1.592384,0,1,44.0935068118539,0,0,0.0166666666666667,0.00734891780197565,outer,1,SHORE3,10.4827188180924,2019-09-04 09:24:40,1.011,34.15748,NA,14.0836,NA,1,NA,85.887,NA,2.599,NA,5.9783,NA,27.7948,NA,18143,2019,9,247
2019-09-04_kwakume5041_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2019-09-04,kwakume5041,Rocky subtidal,51.70860511,-127.8769169,"sand,shellhash",NA,kwakume5041_3,51.70860511,-127.8769169,"sand,shellhash",transects,2019-09-04_kwakume5041_3,30m x 2m,60,NA,1.592384,0,1,44.0935068118539,0,0,0.0166666666666667,0.00734891780197565,outer,1,SHORE3,14.3895120881676,2019-09-04 11:03:50,0.9,33.67063,NA,14.1219,NA,1,NA,104.611,NA,2.0598,NA,6.1451,NA,27.3295,NA,18143,2019,9,247
2019-09-04_kwakume5050_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2019-09-04,kwakume5050,Rocky subtidal,51.70320511,-127.8827169,"boulder,cobble",NA,kwakume5050_2,51.70320511,-127.8827169,"boulder,cobble",transects,2019-09-04_kwakume5050_2,30m x 2m,60,NA,NA,5,0,0,0,0,0,0,outer,5,SHORE3,10.4827188180924,2019-09-04 09:24:44,4.876,34.88006,NA,13.0167,NA,5,NA,39.405,NA,2.0722,NA,4.9421,NA,29.2509,NA,18143,2019,9,247
2019-09-04_kwakume5050_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2019-09-04,kwakume5050,Rocky subtidal,51.70320511,-127.8827169,"boulder,cobble",NA,kwakume5050_2,51.70320511,-127.8827169,"boulder,cobble",transects,2019-09-04_kwakume5050_2,30m x 2m,60,NA,NA,5,0,0,0,0,0,0,outer,5,SHORE3,14.3895120881676,2019-09-04 11:03:53,4.919,34.37901,NA,13.1491,NA,5,NA,94.516,NA,2.5355,NA,5.1584,NA,28.6845,NA,18143,2019,9,247
2019-09-04_kwakume5050_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2019-09-04,kwakume5050,Rocky subtidal,51.70320511,-127.8827169,"boulder,cobble",NA,kwakume5050_3,51.70320511,-127.8827169,"boulder,cobble",transects,2019-09-04_kwakume5050_3,30m x 2m,60,NA,1.824614,0,1,44.0935068118539,0,0,0.0166666666666667,0.00734891780197565,outer,1,SHORE3,10.4827188180924,2019-09-04 09:24:40,1.011,34.15748,NA,14.0836,NA,1,NA,85.887,NA,2.599,NA,5.9783,NA,27.7948,NA,18143,2019,9,247
2019-09-04_kwakume5050_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2019-09-04,kwakume5050,Rocky subtidal,51.70320511,-127.8827169,"boulder,cobble",NA,kwakume5050_3,51.70320511,-127.8827169,"boulder,cobble",transects,2019-09-04_kwakume5050_3,30m x 2m,60,NA,1.824614,0,1,44.0935068118539,0,0,0.0166666666666667,0.00734891780197565,outer,1,SHORE3,14.3895120881676,2019-09-04 11:03:50,0.9,33.67063,NA,14.1219,NA,1,NA,104.611,NA,2.0598,NA,6.1451,NA,27.3295,NA,18143,2019,9,247
2020-05-17_Second 1_3.2272,Pycnopodia helianthoides,Seastar Wasting,Nereo transects,2020-05-17,Second,Nereocystis kelp forest,51.649467,-128.155367,"sand,bedrock",NA,Second 1,51.649421,-128.155057,bedrock,transects,2020-05-17_Second 1,30m x 2m,60,NA,NA,3.2272,0,0,0,0,0,0,outer,3,KELP08,8.46301325662461,2020-05-17 09:55:44,3.004,33.83234,NA,11.4092,NA,3,NA,37.876,NA,5.4654,NA,7.5558,NA,29.518,NA,18399,2020,5,138
2020-05-17_Second 2_3.2472,Pycnopodia helianthoides,Seastar Wasting,Nereo transects,2020-05-17,Second,Nereocystis kelp forest,51.649467,-128.155367,"sand,bedrock",NA,Second 2,51.64943,-128.15517,sand,transects,2020-05-17_Second 2,30m x 2m,60,NA,NA,3.2472,0,0,0,0,0,0,outer,3,KELP08,8.46301325662461,2020-05-17 09:55:44,3.004,33.83234,NA,11.4092,NA,3,NA,37.876,NA,5.4654,NA,7.5558,NA,29.518,NA,18399,2020,5,138
2020-05-17_Second 3_2.9472,Pycnopodia helianthoides,Seastar Wasting,Nereo transects,2020-05-17,Second,Nereocystis kelp forest,51.649467,-128.155367,"sand,bedrock",NA,Second 3,51.649264,-128.155246,boulder,transects,2020-05-17_Second 3,30m x 2m,60,NA,NA,2.9472,0,0,0,0,0,0,outer,3,KELP08,8.46301325662461,2020-05-17 09:55:44,3.004,33.83234,NA,11.4092,NA,3,NA,37.876,NA,5.4654,NA,7.5558,NA,29.518,NA,18399,2020,5,138
2020-05-18_kwakshua0006_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2020-05-18,kwakshua0006,Rocky subtidal,51.65284214,-128.1204474,"mud,cobble",NA,kwakshua0006_1,51.65284214,-128.1204474,"mud,cobble",transects,2020-05-18_kwakshua0006_1,30m x 2m,60,NA,13.269175,10,5,6.52123787404605,5.54719918476794,2.48078289237451,0.0833333333333333,0.00108687297900768,outer,10,SHORE4,18.6753157332332,2020-05-18 12:01:33,9.915,32.87541,NA,9.5859,NA,10,NA,30.037,NA,3.2672,NA,6.2173,NA,30.0583,NA,18400,2020,5,139
2020-05-18_kwakshua0006_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2020-05-18,kwakshua0006,Rocky subtidal,51.65284214,-128.1204474,"mud,cobble",NA,kwakshua0006_2,51.65284214,-128.1204474,"mud,cobble",transects,2020-05-18_kwakshua0006_2,30m x 2m,60,NA,8.269175,5,2,2.12506770901335,1.00972139349415,0.713980844448846,0.0333333333333333,0.00035417795150222,outer,5,SHORE4,18.6753157332332,2020-05-18 12:01:30,4.95,32.578,NA,11.4437,NA,5,NA,135.207,NA,8.4443,NA,7.1715,NA,28.2819,NA,18400,2020,5,139
2020-05-18_kwakshua0006_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2020-05-18,kwakshua0006,Rocky subtidal,51.65284214,-128.1204474,"mud,cobble",NA,kwakshua0006_3,51.65284214,-128.1204474,"mud,cobble",transects,2020-05-18_kwakshua0006_3,30m x 2m,60,NA,3.401486,0,8,3.06240979131218,2.1389905216599,0.756247351379732,0.133333333333333,0.00051040163188536,outer,1,SHORE4,18.6753157332332,2020-05-18 12:01:27,1.256,33.0576,NA,12.7062,NA,1,NA,1723.193,NA,1.5798,NA,7.8655,NA,27.7899,NA,18400,2020,5,139
2020-05-18_kwakshua146_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2020-05-18,kwakshua146,Rocky subtidal,51.65812538,-128.1127092,"sand,shellhash",NA,kwakshua146_1,51.65812538,-128.1127092,"sand,shellhash",transects,2020-05-18_kwakshua146_1,30m x 2m,60,NA,NA,10,0,0,0,0,0,0,outer,10,SHORE4,18.6753157332332,2020-05-18 12:01:33,9.915,32.87541,NA,9.5859,NA,10,NA,30.037,NA,3.2672,NA,6.2173,NA,30.0583,NA,18400,2020,5,139
2020-05-18_kwakshua146_2_5,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2020-05-18,kwakshua146,Rocky subtidal,51.65812538,-128.1127092,"sand,shellhash",NA,kwakshua146_2,51.65812538,-128.1127092,"sand,shellhash",transects,2020-05-18_kwakshua146_2,30m x 2m,60,NA,8.476529,5,3,4.78763473710284,6.58753869191065,3.80331723707169,0.05,0.00079793912285047,outer,5,SHORE4,18.6753157332332,2020-05-18 12:01:30,4.95,32.578,NA,11.4437,NA,5,NA,135.207,NA,8.4443,NA,7.1715,NA,28.2819,NA,18400,2020,5,139
2020-05-18_kwakshua146_3_0,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2020-05-18,kwakshua146,Rocky subtidal,51.65812538,-128.1127092,"sand,shellhash",NA,kwakshua146_3,51.65812538,-128.1127092,"sand,shellhash",transects,2020-05-18_kwakshua146_3,30m x 2m,60,NA,3.476529,0,1,1.4110868645645,0,0,0.0166666666666667,0.00023518114409408,outer,1,SHORE4,18.6753157332332,2020-05-18 12:01:27,1.256,33.0576,NA,12.7062,NA,1,NA,1723.193,NA,1.5798,NA,7.8655,NA,27.7899,NA,18400,2020,5,139
2020-05-18_kwakshua154_1_10,Pycnopodia helianthoides,Seastar Wasting,Rocky Shore transects,2020-05-18,kwakshua154,Rocky subtidal,51.64854188,-128.094151,"sand,boulder",NA,kwakshua154_1,51.64854188,-128.094151,"sand,boulder",transects,2020-05-18_kwakshua154_1,30m x 2m,60,NA,NA,10,0,0,0,0,0,0,outer,10,SHORE4,18.6753157332332,2020-05-18 12:01:33,9.915,32.87541,NA,9.5859,NA,10,NA,30.037,NA,3.2672,NA,6.2173,NA,30.0583,NA,18400,2020,5,139
